round,name,n,mean_bp,med_bp,win,pf,day_t,per_day,status
312,ATR Ratio 14/168 <0.7 Break,735,-58.36,-80.74,0.426,0.787,-0.97,2.69,REJECT
313,ATR Ratio 14/168 <0.75 Break,1131,-53.21,-78.45,0.422,0.796,-0.91,4.14,REJECT
314,ATR Ratio 14/168 <0.8 Break,1837,-63.45,-62.26,0.438,0.769,-1.19,6.73,REJECT
315,ATR Ratio 14/168 <0.85 Break,2545,-64.13,-83.88,0.435,0.77,-1.28,9.32,REJECT
316,HV12 Pinch exp=1.2x Break,5663,-1.48,-20.0,0.483,0.994,-0.05,20.74,REJECT
317,HV12 Pinch exp=1.4x Break,1951,-13.62,-55.29,0.458,0.944,-0.39,7.15,REJECT
318,HV12 Pinch exp=1.6x Break,812,-37.43,-63.47,0.445,0.86,-0.78,2.97,REJECT
319,HV24 Pinch exp=1.2x Break,2371,7.49,-31.63,0.481,1.029,0.18,8.68,PROFITABLE
320,HV24 Pinch exp=1.4x Break,491,5.58,-61.37,0.468,1.02,0.07,1.8,PROFITABLE
321,HV24 Pinch exp=1.6x Break,203,20.71,-79.55,0.463,1.067,0.18,0.74,PROFITABLE
322,HV48 Pinch exp=1.2x Break,1248,-7.98,-50.0,0.47,0.972,-0.1,4.57,REJECT
323,HV48 Pinch exp=1.4x Break,209,-108.27,-236.54,0.383,0.711,-0.85,0.77,REJECT
324,HV48 Pinch exp=1.6x Break,60,-154.15,-339.48,0.367,0.69,-0.86,0.22,REJECT
325,HV Variant 325,60,-127.58,-271.57,0.4,0.714,-0.76,0.22,REJECT
326,CHOP<32 Momentum Cross H=18,98,-76.25,-113.41,0.418,0.804,-0.66,0.36,REJECT
327,CHOP<32 Momentum Cross H=24,98,-55.78,-140.14,0.388,0.859,-0.47,0.36,REJECT
328,CHOP<35 Momentum Cross H=18,254,-79.74,-87.46,0.433,0.763,-0.95,0.93,REJECT
329,CHOP<35 Momentum Cross H=24,253,-103.54,-116.13,0.419,0.713,-1.23,0.93,REJECT
330,CHOP<38 Momentum Cross H=18,608,-96.61,-95.41,0.408,0.694,-1.54,2.23,REJECT
331,CHOP<38 Momentum Cross H=24,603,-127.22,-156.55,0.38,0.638,-2.07,2.21,REJECT
332,CHOP<40 Momentum Cross H=18,1094,-64.74,-74.98,0.435,0.769,-1.27,4.01,REJECT
333,CHOP<40 Momentum Cross H=24,1085,-94.22,-116.13,0.409,0.705,-1.83,3.97,REJECT
334,CHOP<42 Momentum Cross H=18,1863,-49.44,-51.77,0.447,0.809,-1.09,6.82,REJECT
335,CHOP<42 Momentum Cross H=24,1838,-87.76,-104.18,0.418,0.713,-1.8,6.73,REJECT
336,DualSq SL=1.5% TP=3.0% H=24,2387,7.95,-170.0,0.403,1.08,0.66,8.74,PROFITABLE
337,DualSq SL=1.5% TP=3.0% H=36,2384,9.07,-170.0,0.401,1.09,0.73,8.73,PROFITABLE
338,DualSq SL=2.0% TP=4.0% H=24,2311,26.14,-220.0,0.428,1.221,1.4,8.47,PROFITABLE
339,DualSq SL=2.0% TP=4.0% H=36,2304,28.96,-220.0,0.422,1.236,1.5,8.44,PASS_TRAIN
340,DualSq SL=2.5% TP=5.0% H=24,2277,42.14,-115.58,0.451,1.31,1.67,8.34,PASS_TRAIN
341,DualSq SL=2.5% TP=5.0% H=36,2266,49.22,-270.0,0.443,1.345,1.85,8.3,PASS_TRAIN
342,DualSq SL=3.0% TP=6.0% H=24,2242,55.98,-56.66,0.47,1.374,1.88,8.21,PASS_TRAIN
343,DualSq SL=3.0% TP=6.0% H=36,2224,65.9,-146.83,0.456,1.411,2.08,8.15,PASS_TRAIN
344,DualSq SL=3.5% TP=7.0% H=24,2207,67.14,-31.68,0.482,1.415,2.06,8.08,PASS_TRAIN
345,DualSq SL=3.5% TP=7.0% H=36,2182,77.69,-82.03,0.467,1.439,2.22,7.99,PASS_TRAIN
346,Squeeze False Break Fade H=12,39933,-31.02,-15.7,0.481,0.824,-2.11,146.27,REJECT
347,Squeeze False Break Fade H=18,32698,-20.31,-8.41,0.491,0.904,-1.03,119.77,REJECT
348,Squeeze False Break Fade H=24,27595,-24.32,-1.14,0.499,0.9,-1.1,101.08,REJECT
349,Squeeze False Break Fade H=30,23864,-23.89,9.17,0.508,0.911,-0.95,87.41,REJECT
350,Squeeze False Break Fade H=36,21032,-34.3,3.75,0.503,0.885,-1.22,77.04,REJECT
